R_fighter,B_fighter,R_KD,B_KD,R_SIG_STR_landed,B_SIG_STR_landed,R_SIG_STR_pct,B_SIG_STR_pct,R_total_STR_landed,B_total_STR_landed,R_total_STR_pct,B_total_STR_pct,R_TD_landed,B_TD_landed,R_TD_pct,B_TD_pct,R_SUB_ATT,B_SUB_ATT,R_REV,B_REV,R_CTRL_time_seconds,B_CTRL_time_seconds,R_HEAD_STR_landed,B_HEAD_STR_landed,R_HEAD_STR_pct,B_HEAD_STR_pct,R_BODY_STR_landed,B_BODY_STR_landed,R_BODY_STR_pct,B_BODY_STR_pct,R_LEG_STR_landed,B_LEG_STR_landed,R_LEG_STR_pct,B_LEG_STR_pct,R_DISTANCE_STR_landed,B_DISTANCE_STR_landed,R_DISTANCE_STR_pct,B_DISTANCE_STR_pct,R_CLINCH_STR_landed,B_CLINCH_STR_landed,R_CLINCH_STR_pct,B_CLINCH_STR_pct,R_GND_STR_landed,B_GND_STR_landed,R_GND_STR_pct,B_GND_STR_pct,winner,win_type,finish_type,decision_type,last_round,last_round_time,format,date,title_bout,weight_class
Nathaniel Wood,Morgan Charriere,1,0,72,42,60.0,44.0,89,69,65.44,55.2,0,1,,33.0,1,0,0,1,60,204,42,21,52.5,32.81,5,13,62.5,72.22,25,8,80.65,66.67,62,37,59.62,42.53,3,3,75.0,100.0,7,2,63.64,50.0,red,decision,,unanimous,3,5:00,3,2025-03-22,False,Featherweight
Jai Herbert,Chris Padilla,0,0,38,39,31.0,39.0,59,88,41.26,59.86,0,0,0.0,0.0,0,0,0,0,1,221,19,20,20.65,33.33,10,6,52.63,66.67,9,13,81.82,44.83,37,35,30.83,37.23,1,4,50.0,100.0,0,0,,,blue,decision,,split,3,5:00,3,2025-03-22,False,Lightweight
Lone'er Kavanagh,Felipe dos Santos,0,0,58,51,59.0,49.0,71,92,63.39,62.59,4,0,66.0,0.0,0,1,0,0,393,56,37,28,52.11,41.79,11,9,73.33,42.86,10,14,90.91,87.5,29,28,51.79,36.36,3,4,50.0,100.0,26,19,74.29,82.61,red,decision,,unanimous,3,5:00,3,2025-03-22,False,Flyweight
Marcin Tybura,Mick Parkin,0,0,61,60,39.0,41.0,64,102,40.51,53.12,1,1,50.0,100.0,0,0,0,0,61,223,28,47,25.45,36.15,29,1,72.5,50.0,4,12,80.0,92.31,60,49,39.74,41.53,1,2,25.0,100.0,0,9,,36.0,red,decision,,unanimous,3,5:00,3,2025-03-22,False,Heavyweight
Christian Leroy Duncan,Andrey Pulyaev,0,0,73,18,51.0,32.0,116,36,62.03,46.15,0,0,0.0,0.0,0,0,0,0,336,109,35,8,40.23,18.6,17,7,60.71,87.5,21,3,80.77,75.0,47,14,44.76,29.17,26,4,72.22,57.14,0,0,,,red,decision,,unanimous,3,5:00,3,2025-03-22,False,Middleweight
Shauna Bannon,Puja Tomar,0,1,52,36,50.0,50.0,64,38,54.7,51.35,0,0,,,2,0,0,0,59,67,16,22,43.24,43.14,24,10,52.17,83.33,12,4,57.14,44.44,49,27,49.49,45.0,3,2,60.0,50.0,0,7,,87.5,red,finish,SUB,,2,3:22,3,2025-03-22,False,Women's Strawweight
Nathan Fletcher,Caolan Loughran,0,0,59,30,59.0,35.0,114,65,72.15,50.78,1,6,14.0,50.0,0,0,0,0,254,358,41,22,51.9,32.84,12,7,80.0,53.85,6,1,100.0,25.0,25,24,43.86,32.0,33,6,82.5,66.67,1,0,33.33,,blue,decision,,split,3,5:00,3,2025-03-22,False,Bantamweight
Guram Kutateladze,Kaue Fernandes,0,2,29,79,40.0,53.0,36,79,44.44,53.02,0,2,0.0,100.0,0,0,0,0,5,103,16,40,31.37,38.83,10,16,66.67,84.21,3,23,60.0,85.19,23,62,35.94,48.82,6,5,85.71,100.0,0,12,,70.59,blue,decision,,unanimous,3,5:00,3,2025-03-22,False,Lightweight
Marvin Vettori,Roman Dolidze,0,0,111,141,50.0,41.0,112,141,50.68,41.47,0,0,,0.0,0,0,0,0,0,15,72,85,41.62,33.6,8,20,72.73,55.56,31,36,86.11,73.47,110,137,50.46,41.27,1,4,50.0,66.67,0,0,,,blue,decision,,unanimous,5,5:00,5,2025-03-15,False,Middleweight
Chidi Njokuani,Elizeu Zaleski dos Santos,1,0,46,17,52.0,34.0,46,19,52.27,35.19,0,1,,20.0,0,0,0,0,10,74,17,5,44.74,17.86,16,2,50.0,40.0,13,10,76.47,62.5,36,13,50.7,29.55,2,4,66.67,80.0,8,0,61.54,,red,finish,KO/TKO,,2,2:19,3,2025-03-15,False,Welterweight
Alexander Hernandez,Kurt Holobaugh,0,0,59,71,39.0,41.0,87,106,46.77,49.3,4,0,80.0,,0,1,0,0,399,32,36,39,30.77,31.97,10,21,66.67,60.0,13,11,76.47,78.57,45,63,34.88,39.38,2,8,66.67,72.73,12,0,70.59,,red,decision,,unanimous,3,5:00,3,2025-03-15,False,Lightweight
Da'Mon Blackshear,Cody Gibson,0,0,13,45,33.0,63.0,46,53,62.16,64.63,0,1,0.0,20.0,3,0,1,0,212,162,11,23,31.43,48.94,2,12,50.0,85.71,0,10,,100.0,11,31,29.73,58.49,2,14,100.0,77.78,0,0,,,red,finish,SUB,,2,4:09,3,2025-03-15,False,Bantamweight
Diyar Nurgozhay,Brendson Ribeiro,0,1,17,28,43.0,48.0,20,29,47.62,48.33,2,0,100.0,0.0,0,1,0,1,49,14,5,13,23.81,37.14,7,5,53.85,50.0,5,10,100.0,76.92,16,28,44.44,48.28,1,0,33.33,,0,0,,,blue,finish,SUB,,2,1:28,3,2025-03-15,False,Light Heavyweight
SeungWoo Choi,Kevin Vallejos,0,1,16,14,36.0,51.0,16,26,36.36,66.67,0,0,,,0,0,0,0,0,5,4,4,20.0,33.33,1,3,12.5,50.0,11,7,68.75,77.78,16,13,36.36,50.0,0,0,,,0,1,,100.0,blue,finish,KO/TKO,,1,3:09,3,2025-03-15,False,Featherweight
Waldo Cortes Acosta,Ryan Spann,1,0,66,23,59.0,26.0,77,24,62.6,27.59,0,0,0.0,0.0,0,0,0,0,57,5,56,11,57.73,15.71,4,5,66.67,55.56,6,7,75.0,100.0,59,22,59.0,25.88,1,1,50.0,100.0,6,0,66.67,,red,finish,KO/TKO,,2,4:48,3,2025-03-15,False,Heavyweight
SuYoung You,AJ Cunningham,0,0,18,16,56.0,30.0,77,19,80.21,34.55,5,0,50.0,,1,1,0,0,474,0,8,11,38.1,24.44,5,1,100.0,100.0,5,4,83.33,66.67,18,16,58.06,30.77,0,0,,,0,0,0.0,,red,decision,,unanimous,3,5:00,3,2025-03-15,False,Bantamweight
Carlos Vera,Josias Musasa,1,0,16,13,66.0,41.0,18,13,69.23,41.94,0,0,0.0,0.0,2,0,0,0,14,10,3,3,30.0,23.08,3,0,100.0,0.0,10,10,90.91,62.5,16,13,66.67,41.94,0,0,,,0,0,,,red,finish,SUB,,1,3:16,3,2025-03-15,False,Bantamweight
Stephanie Luciano,Sam Hughes,0,0,82,76,32.0,50.0,101,146,37.0,62.66,1,3,50.0,37.0,0,1,0,0,75,261,45,43,22.28,38.05,23,15,67.65,75.0,14,18,93.33,94.74,79,69,32.11,47.92,3,3,60.0,75.0,0,4,,100.0,blue,decision,,split,3,5:00,3,2025-03-15,False,Women's Strawweight
Daniel Barez,Andre Lima,0,0,33,108,41.0,67.0,34,161,42.5,73.18,1,2,20.0,100.0,0,1,0,0,17,290,21,59,31.82,59.6,8,23,88.89,85.19,4,26,100.0,78.79,32,90,41.56,64.29,1,16,50.0,94.12,0,2,,100.0,blue,finish,SUB,,3,3:05,3,2025-03-15,False,Flyweight
Josiane Nunes,Priscila Cachoeira,0,1,31,37,46.0,48.0,31,39,46.27,50.0,0,0,0.0,,0,0,0,0,0,2,17,31,34.69,44.29,7,4,63.64,100.0,7,2,100.0,100.0,31,37,46.27,49.33,0,0,,,0,0,,0.0,blue,finish,KO/TKO,,1,2:46,3,2025-03-15,False,Women's Bantamweight
Yuneisy Duben,Carli Judice,0,1,14,17,34.0,39.0,14,19,34.15,42.22,0,0,,,0,0,0,0,0,2,8,12,25.0,35.29,0,5,,55.56,6,0,66.67,,14,15,34.15,37.5,0,0,,,0,2,,66.67,blue,finish,KO/TKO,,1,1:40,3,2025-03-15,False,Women's Flyweight
Alex Pereira,Magomed Ankalaev,0,0,76,94,55.0,52.0,97,127,61.01,56.7,0,0,0.0,0.0,0,0,0,0,0,342,11,36,19.3,32.14,17,30,68.0,76.92,48,28,87.27,96.55,69,75,53.08,47.17,7,19,100.0,90.48,0,0,,,blue,decision,,unanimous,5,5:00,5,2025-03-08,True,Light Heavyweight
Justin Gaethje,Rafael Fiziev,1,0,72,68,53.0,57.0,98,81,60.12,60.45,0,2,0.0,100.0,0,0,0,0,92,40,56,20,47.86,32.79,9,43,100.0,82.69,7,5,87.5,83.33,41,49,44.57,49.0,26,14,76.47,100.0,5,5,62.5,100.0,red,decision,,unanimous,3,5:00,3,2025-03-08,False,Lightweight
Jalin Turner,Ignacio Bahamondes,0,0,7,10,35.0,62.0,11,17,44.0,73.91,0,0,,0.0,0,1,0,0,103,0,4,7,25.0,53.85,2,0,66.67,,1,3,100.0,100.0,5,6,41.67,54.55,0,0,0.0,,2,4,28.57,80.0,blue,finish,SUB,,1,2:29,3,2025-03-08,False,Lightweight
Amanda Lemos,Iasmin Lucindo,0,0,12,4,57.0,25.0,30,40,71.43,71.43,3,1,60.0,100.0,0,0,0,0,478,244,8,2,50.0,16.67,2,2,66.67,66.67,2,0,100.0,0.0,7,1,50.0,7.69,1,2,100.0,100.0,4,1,66.67,100.0,red,decision,,unanimous,3,5:00,3,2025-03-08,False,Women's Strawweight
King Green,Mauricio Ruffy,0,1,4,4,26.0,44.0,4,4,26.67,44.44,0,0,,,0,0,0,0,0,3,1,4,14.29,57.14,1,0,33.33,,2,0,40.0,0.0,4,4,26.67,44.44,0,0,,,0,0,,,blue,finish,KO/TKO,,1,2:07,3,2025-03-08,False,Lightweight
Joshua Van,Rei Tsuruya,0,0,59,32,60.0,38.0,127,47,75.15,45.19,0,4,,19.0,0,0,0,0,50,229,39,28,52.7,35.9,19,2,86.36,50.0,1,2,100.0,100.0,53,32,58.89,38.55,5,0,100.0,0.0,1,0,50.0,,red,decision,,unanimous,3,5:00,3,2025-03-08,False,Flyweight
Brunno Ferreira,Armen Petrosyan,0,0,27,46,48.0,55.0,31,47,49.21,55.95,2,0,28.0,,1,0,0,0,72,0,14,19,35.0,35.19,9,7,90.0,100.0,4,20,66.67,90.91,25,46,47.17,55.42,2,0,66.67,,0,0,,,red,finish,SUB,,2,4:27,3,2025-03-08,False,Middleweight
Alex Morono,Carlos Leal,0,0,40,79,42.0,65.0,41,81,42.71,65.85,0,0,0.0,,0,0,0,0,20,3,32,49,39.02,55.06,4,28,44.44,96.55,4,2,100.0,100.0,35,54,40.23,59.34,5,25,62.5,86.21,0,0,,,blue,finish,KO/TKO,,1,4:16,3,2025-03-08,False,Welterweight
Mairon Santos,Francis Marshall,0,0,58,39,44.0,27.0,78,64,50.65,35.75,0,3,0.0,60.0,0,0,0,0,2,155,29,32,36.25,23.53,14,1,46.67,100.0,15,6,78.95,100.0,57,39,44.53,27.46,1,0,100.0,,0,0,,0.0,red,decision,,split,3,5:00,3,2025-03-08,False,Featherweight
Djorden Santos,Ozzy Diaz,0,0,131,135,37.0,51.0,134,136,38.51,51.91,1,0,33.0,,0,0,0,0,26,0,115,119,35.6,49.58,8,9,57.14,69.23,8,7,100.0,87.5,130,130,38.01,50.98,0,5,0.0,83.33,1,0,50.0,,blue,decision,,unanimous,3,5:00,3,2025-03-08,False,Middleweight
Manel Kape,Asu Almabayev,0,0,61,40,53.0,50.0,62,40,52.1,49.38,0,0,0.0,0.0,0,0,0,0,29,0,47,19,49.47,34.55,11,13,64.71,76.47,3,8,100.0,100.0,46,38,48.94,49.35,9,2,60.0,66.67,6,0,100.0,,red,finish,KO/TKO,,3,2:16,5,2025-03-01,False,Flyweight
Cody Brundage,Julian Marquez,1,0,44,37,55.0,50.0,68,53,64.15,55.21,0,0,0.0,,0,1,0,0,48,30,39,31,54.93,48.44,1,5,50.0,62.5,4,1,66.67,100.0,34,24,52.31,47.06,5,13,62.5,59.09,5,0,83.33,,red,finish,KO/TKO,,1,4:45,3,2025-03-01,False,Middleweight
Nasrat Haqparast,Esteban Ribovics,0,0,135,147,49.0,33.0,135,149,49.45,34.17,1,0,20.0,,0,0,0,0,49,0,103,120,44.21,30.38,26,17,76.47,62.96,6,10,100.0,90.91,134,147,49.26,33.95,1,0,100.0,,0,0,,,red,decision,,split,3,5:00,3,2025-03-01,False,Lightweight
Hyder Amil,William Gomis,0,0,115,101,56.0,54.0,164,116,62.6,56.59,1,0,16.0,0.0,0,0,0,0,163,82,60,60,42.86,44.78,37,27,88.1,69.23,18,14,90.0,100.0,98,90,54.44,53.25,15,11,75.0,61.11,2,0,100.0,,red,decision,,split,3,5:00,3,2025-03-01,False,Featherweight
Danny Barlow,Sam Patterson,0,1,15,18,50.0,52.0,15,18,50.0,52.94,0,0,,,0,0,0,0,0,3,10,14,43.48,50.0,2,4,66.67,66.67,3,0,75.0,,15,15,50.0,51.72,0,0,,,0,3,,60.0,blue,finish,KO/TKO,,1,3:10,3,2025-03-01,False,Welterweight
Austen Lane,Mario Pinto,1,1,32,13,50.0,56.0,36,16,48.0,61.54,0,0,0.0,0.0,0,0,0,0,53,18,17,8,40.48,44.44,13,2,76.47,100.0,2,3,50.0,100.0,31,12,53.45,60.0,1,1,20.0,50.0,0,0,,0.0,blue,finish,KO/TKO,,2,0:39,3,2025-03-01,False,Heavyweight
Ricardo Ramos,Chepe Mariscal,0,0,37,85,40.0,52.0,37,125,40.66,59.52,1,2,25.0,40.0,0,0,0,0,28,155,17,59,26.98,48.36,14,9,77.78,64.29,6,17,60.0,65.38,32,64,38.1,48.48,5,14,71.43,73.68,0,7,,63.64,blue,decision,,unanimous,3,5:00,3,2025-03-01,False,Featherweight
Danny Silva,Lucas Almeida,0,0,82,74,59.0,30.0,85,78,60.28,31.97,1,0,33.0,0.0,0,0,0,0,49,17,45,49,46.88,24.14,14,14,77.78,60.87,23,11,100.0,78.57,81,73,60.9,30.54,0,1,0.0,100.0,1,0,50.0,,red,decision,,split,3,5:00,3,2025-03-01,False,Featherweight
Andrea Lee,JJ Aldrich,0,0,53,74,30.0,54.0,66,77,34.38,54.23,1,2,25.0,66.0,1,0,0,0,46,80,13,54,11.93,47.37,25,10,56.82,76.92,15,10,68.18,100.0,52,68,29.89,52.31,1,5,100.0,83.33,0,1,,100.0,blue,decision,,unanimous,3,5:00,3,2025-03-01,False,Women's Flyweight
Charles Johnson,Ramazan Temirov,0,0,66,55,42.0,39.0,87,59,47.54,40.41,0,1,0.0,50.0,0,0,0,0,78,23,28,42,26.92,35.9,23,13,71.88,59.09,15,0,75.0,,46,46,35.66,38.98,20,9,74.07,47.37,0,0,,0.0,blue,decision,,unanimous,3,5:00,3,2025-03-01,False,Flyweight
Henry Cejudo,Song Yadong,0,0,67,84,50.0,47.0,67,84,50.38,47.19,0,0,0.0,0.0,0,0,0,0,0,0,40,46,40.0,34.59,12,14,66.67,66.67,15,24,100.0,100.0,67,82,50.76,46.59,0,2,0.0,100.0,0,0,,,blue,decision,,unanimous,3,5:00,5,2025-02-22,False,Bantamweight
Brendan Allen,Anthony Hernandez,0,0,14,30,53.0,71.0,53,72,74.65,79.12,0,4,0.0,50.0,1,0,3,2,178,622,8,30,42.11,71.43,3,0,100.0,,3,0,75.0,,10,12,45.45,70.59,2,0,100.0,0.0,2,18,100.0,75.0,blue,decision,,unanimous,3,5:00,3,2025-02-22,False,Middleweight
Rob Font,Jean Matsumoto,0,0,95,77,55.0,42.0,113,113,59.16,50.22,0,7,,70.0,1,0,0,0,78,375,82,43,52.23,31.85,13,9,92.86,69.23,0,25,,75.76,85,69,54.14,40.83,10,8,71.43,66.67,0,0,,,red,decision,,split,3,5:00,3,2025-02-22,False,Catchweight
Jean Silva,Melsik Baghdasaryan,1,0,18,7,66.0,28.0,18,7,66.67,28.0,0,0,,,0,0,0,0,6,0,11,5,57.89,25.0,7,0,87.5,0.0,0,2,,100.0,11,7,55.0,28.0,0,0,,,7,0,100.0,,red,finish,KO/TKO,,1,4:15,3,2025-02-22,False,Featherweight
Alonzo Menifield,Julius Walker,0,0,87,86,59.0,50.0,113,114,63.13,57.0,0,1,0.0,11.0,0,0,0,0,43,331,64,37,53.33,33.04,19,33,86.36,76.74,4,16,80.0,100.0,78,51,59.09,41.13,9,35,60.0,74.47,0,0,,,red,decision,,split,3,5:00,3,2025-02-22,False,Light Heavyweight
Ion Cutelaba,Ibo Aslan,0,0,14,15,45.0,50.0,17,15,43.59,50.0,2,0,50.0,,1,0,0,0,66,0,10,14,38.46,50.0,2,0,66.67,0.0,2,1,100.0,100.0,10,12,38.46,44.44,1,3,50.0,100.0,3,0,100.0,,red,finish,SUB,,1,2:51,3,2025-02-22,False,Light Heavyweight
Andre Fili,Melquizael Costa,0,0,7,27,29.0,48.0,7,27,29.17,48.21,1,0,100.0,0.0,0,1,0,0,24,0,4,3,20.0,12.0,3,10,75.0,76.92,0,14,,77.78,7,26,29.17,47.27,0,1,,100.0,0,0,,,blue,finish,SUB,,1,4:30,3,2025-02-22,False,Featherweight
Mansur Abdul-Malik,Nick Klein,0,0,29,28,53.0,60.0,32,50,55.17,71.43,1,1,33.0,11.0,0,0,0,0,35,181,28,5,52.83,27.78,1,2,100.0,40.0,0,21,,91.3,6,26,30.0,60.47,12,2,63.16,66.67,11,0,73.33,,red,finish,KO/TKO,,2,3:24,3,2025-02-22,False,Middleweight
Ricky Simon,Javid Basharat,1,0,11,20,52.0,55.0,18,21,62.07,55.26,1,0,33.0,,0,0,0,0,76,1,9,12,47.37,44.44,1,7,100.0,100.0,1,1,100.0,50.0,9,20,50.0,55.56,1,0,50.0,,1,0,100.0,,red,finish,KO/TKO,,1,3:58,3,2025-02-22,False,Bantamweight
Nikolay Veretennikov,Austin Vanderford,0,0,5,39,26.0,75.0,21,102,58.33,84.3,0,2,,50.0,0,1,0,0,0,441,0,37,0.0,74.0,3,1,60.0,100.0,2,1,100.0,100.0,5,3,26.32,37.5,0,0,,,0,36,,81.82,blue,finish,KO/TKO,,2,4:13,3,2025-02-22,False,Catchweight
Nursulton Ruziboev,Eric McConico,2,0,20,5,47.0,38.0,24,6,52.17,37.5,0,0,,,0,0,0,0,36,0,15,1,42.86,20.0,4,1,66.67,33.33,1,3,100.0,60.0,13,5,43.33,38.46,6,0,54.55,,1,0,100.0,,red,finish,KO/TKO,,2,0:33,3,2025-02-22,False,Middleweight
Modestas Bukauskas,Rafael Cerqueira,1,0,16,9,39.0,40.0,16,9,39.02,40.91,0,0,,,0,0,0,0,2,0,11,4,30.56,25.0,3,0,100.0,0.0,2,5,100.0,100.0,16,9,40.0,40.91,0,0,,,0,0,0.0,,red,finish,KO/TKO,,1,2:12,3,2025-02-22,False,Light Heavyweight
Jared Cannonier,Gregory Rodrigues,2,2,98,93,48.0,42.0,109,95,50.7,42.22,1,0,33.0,0.0,0,0,0,0,129,17,59,65,37.58,34.57,20,21,86.96,84.0,19,7,90.48,87.5,69,85,42.86,40.87,20,8,80.0,66.67,9,0,60.0,0.0,red,finish,KO/TKO,,4,0:21,5,2025-02-15,False,Middleweight
Calvin Kattar,Youssef Zalal,0,0,38,74,28.0,55.0,38,75,28.36,55.97,0,0,,0.0,0,0,0,0,0,0,27,53,24.55,50.96,5,5,45.45,55.56,6,16,46.15,80.0,35,74,27.34,55.64,3,0,50.0,,0,0,,,blue,decision,,unanimous,3,5:00,3,2025-02-15,False,Featherweight
Edmen Shahbazyan,Dylan Budka,1,0,7,1,46.0,6.0,7,1,46.67,6.25,0,0,,,0,0,0,0,3,0,5,1,38.46,8.33,2,0,100.0,0.0,0,0,,,6,1,50.0,6.25,0,0,,,1,0,33.33,,red,finish,KO/TKO,,1,1:35,3,2025-02-15,False,Middleweight
Ismael Bonfim,Nazim Sadykhov,0,0,26,13,61.0,28.0,26,14,60.47,28.57,0,0,,,0,0,0,0,0,35,14,9,48.28,25.71,5,2,100.0,28.57,7,2,87.5,50.0,24,12,61.54,27.27,2,1,66.67,50.0,0,0,,,blue,finish,KO/TKO,,1,5:00,3,2025-02-15,False,Lightweight
Rodolfo Vieira,Andre Petroski,0,0,58,55,58.0,49.0,60,58,59.41,50.88,1,0,9.0,0.0,0,0,0,0,110,5,31,26,46.97,36.11,6,7,75.0,53.85,21,22,84.0,84.62,53,54,56.99,49.54,5,0,83.33,,0,1,,50.0,blue,decision,,unanimous,3,5:00,3,2025-02-15,False,Middleweight
Connor Matthews,Jose Delgado,0,1,6,21,26.0,52.0,9,22,29.03,52.38,2,0,66.0,,0,0,0,0,47,8,6,14,30.0,48.28,0,6,0.0,85.71,0,1,,25.0,6,14,26.09,46.67,0,0,,,0,7,,70.0,blue,finish,KO/TKO,,1,2:58,3,2025-02-15,False,Featherweight
Angela Hill,Ketlen Souza,0,0,86,70,54.0,50.0,103,77,58.52,52.74,2,0,33.0,0.0,0,0,0,0,271,3,40,41,41.67,40.59,40,19,72.73,82.61,6,10,85.71,71.43,63,61,48.09,47.66,16,9,84.21,90.0,7,0,87.5,,red,decision,,split,3,5:00,3,2025-02-15,False,Women's Strawweight
Rafael Estevam,Jesus Aguilar,0,0,11,35,36.0,40.0,60,41,62.5,43.16,11,2,57.0,40.0,0,2,0,0,562,74,6,26,30.0,34.67,5,4,50.0,80.0,0,5,,71.43,9,31,32.14,40.79,1,3,100.0,30.0,1,1,100.0,100.0,red,decision,,unanimous,3,5:00,3,2025-02-15,False,Flyweight
Gabriel Bonfim,Khaos Williams,0,0,35,20,48.0,22.0,35,23,48.61,24.47,4,0,80.0,,2,0,0,0,102,23,20,8,40.0,14.81,0,2,0.0,15.38,15,10,88.24,43.48,35,20,49.3,22.22,0,0,0.0,,0,0,,,red,finish,SUB,,2,4:58,3,2025-02-15,False,Welterweight
Vince Morales,Elijah Smith,0,0,40,40,46.0,41.0,42,52,46.67,47.27,2,3,50.0,75.0,3,1,2,2,187,173,30,29,40.54,35.8,8,2,80.0,66.67,2,9,100.0,69.23,36,37,44.44,39.36,4,3,80.0,100.0,0,0,,,blue,decision,,unanimous,3,5:00,3,2025-02-15,False,Bantamweight
Don'Tale Mayes,Valter Walker,0,0,1,1,50.0,33.0,3,5,75.0,55.56,0,1,,50.0,0,1,0,0,0,58,1,0,50.0,0.0,0,0,,,0,1,,100.0,1,1,50.0,33.33,0,0,,,0,0,,,blue,finish,SUB,,1,1:17,3,2025-02-15,False,Heavyweight
Julia Avila,Jacqueline Cavalcanti,0,0,54,73,39.0,36.0,57,75,39.31,37.31,1,0,50.0,0.0,0,0,0,0,99,0,17,54,19.77,30.68,9,11,50.0,84.62,28,8,82.35,80.0,51,73,38.06,36.87,3,0,75.0,0.0,0,0,,,blue,decision,,unanimous,3,5:00,3,2025-02-15,False,Women's Bantamweight
Dricus Du Plessis,Sean Strickland,0,0,147,128,46.0,48.0,149,128,47.15,48.67,1,0,50.0,,0,0,0,0,5,0,50,90,25.91,42.45,45,29,76.27,70.73,52,9,83.87,90.0,147,128,46.82,48.67,0,0,,,0,0,,,red,decision,,unanimous,5,5:00,5,2025-02-08,True,Middleweight
Zhang Weili,Tatiana Suarez,0,0,53,12,60.0,33.0,232,63,77.59,66.32,1,1,33.0,6.0,1,0,0,0,654,356,32,1,57.14,6.25,16,2,76.19,33.33,5,9,50.0,64.29,29,10,46.77,30.3,11,2,100.0,66.67,13,0,92.86,,red,decision,,unanimous,5,5:00,5,2025-02-08,True,Women's Strawweight
Justin Tafa,Tallison Teixeira,0,1,0,8,0.0,88.0,0,9,0.0,90.0,0,0,,0.0,0,0,0,0,0,11,0,5,0.0,83.33,0,3,,100.0,0,0,,,0,1,0.0,50.0,0,3,,100.0,0,4,,100.0,blue,finish,KO/TKO,,1,0:35,3,2025-02-08,False,Heavyweight
Jimmy Crute,Rodolfo Bellato,1,0,106,89,50.0,63.0,139,95,56.28,64.19,0,1,0.0,50.0,0,0,0,0,232,29,93,36,48.95,47.37,8,24,80.0,82.76,5,29,55.56,80.56,77,85,45.29,62.5,11,4,84.62,80.0,18,0,69.23,,draw,decision,,majority,3,5:00,3,2025-02-08,False,Light Heavyweight
Jake Matthews,Francisco Prado,0,0,68,59,36.0,40.0,95,64,44.19,42.11,0,1,,16.0,0,0,0,0,40,136,39,17,26.71,18.48,24,19,72.73,67.86,5,23,100.0,88.46,56,47,33.14,35.61,12,11,80.0,84.62,0,1,,100.0,red,decision,,unanimous,3,5:00,3,2025-02-08,False,Welterweight
Jack Jenkins,Gabriel Santos,1,0,34,39,70.0,63.0,39,96,70.91,78.05,0,4,0.0,57.0,0,2,0,0,140,379,22,26,62.86,59.09,5,6,83.33,66.67,7,7,100.0,87.5,13,23,59.09,51.11,5,3,83.33,100.0,16,13,80.0,100.0,blue,finish,SUB,,3,2:06,3,2025-02-08,False,Featherweight
Tom Nolan,Viacheslav Borshchev,0,0,69,66,39.0,55.0,111,92,47.03,56.44,1,0,12.0,,3,1,0,0,121,191,43,20,33.08,29.85,11,26,47.83,83.87,15,20,68.18,100.0,63,61,38.65,57.55,5,1,45.45,25.0,1,4,100.0,50.0,red,decision,,unanimous,3,5:00,3,2025-02-08,False,Lightweight
Wang Cong,Bruna Brasil,0,0,103,31,56.0,48.0,104,31,57.14,48.44,2,0,100.0,0.0,0,0,0,0,3,0,38,11,38.38,36.67,21,12,65.62,63.16,44,8,88.0,53.33,102,30,57.63,47.62,0,1,0.0,100.0,1,0,33.33,,red,decision,,unanimous,3,5:00,3,2025-02-08,False,Women's Flyweight
Colby Thicknesse,Aleksandre Topuria,0,0,38,41,29.0,51.0,40,65,30.53,59.09,0,1,0.0,50.0,0,0,0,0,0,302,18,18,19.78,33.96,12,19,44.44,86.36,8,4,88.89,100.0,35,35,28.69,50.0,3,5,60.0,71.43,0,1,,50.0,blue,decision,,unanimous,3,5:00,3,2025-02-08,False,Bantamweight
Rongzhu,Kody Steele,1,0,125,59,51.0,28.0,126,59,51.85,28.23,0,1,,25.0,0,0,1,0,18,6,108,47,49.09,24.23,4,10,50.0,90.91,13,2,100.0,50.0,125,58,51.87,28.29,0,1,,25.0,0,0,,,red,decision,,unanimous,3,5:00,3,2025-02-08,False,Lightweight
Jonathan Micallef,Kevin Jousset,1,0,85,67,44.0,39.0,89,71,45.18,41.04,0,0,,,0,0,0,0,9,0,52,32,34.44,28.57,28,17,82.35,50.0,5,18,71.43,81.82,83,66,43.68,39.76,2,1,100.0,50.0,0,0,,,red,decision,,unanimous,3,5:00,3,2025-02-08,False,Welterweight
Quillan Salkilld,Anshul Jubli,1,0,6,0,85.0,0.0,6,0,85.71,0.0,0,0,,,0,0,0,0,1,0,2,0,66.67,0.0,1,0,100.0,,3,0,100.0,,5,0,83.33,0.0,0,0,,,1,0,100.0,,red,finish,KO/TKO,,1,0:19,3,2025-02-08,False,Lightweight
Israel Adesanya,Nassourdine Imavov,0,1,26,15,52.0,48.0,32,18,57.14,52.94,0,0,0.0,0.0,0,0,0,0,0,44,9,9,32.14,42.86,6,0,75.0,0.0,11,6,78.57,85.71,26,10,52.0,40.0,0,0,,,0,5,,83.33,blue,finish,KO/TKO,,2,0:30,5,2025-02-01,False,Middleweight
Shara Magomedov,Michael Page,0,0,38,43,43.0,57.0,50,47,49.02,58.02,0,0,,0.0,0,0,0,0,40,50,8,23,19.05,43.4,17,11,85.0,91.67,13,9,52.0,90.0,34,38,41.46,55.07,4,5,80.0,83.33,0,0,,,blue,decision,,unanimous,3,5:00,3,2025-02-01,False,Middleweight
